images,x,y
/media/ubuntu/data2/Fover_center/Refuge/preprocess512/n0054.jpg,265.12,247.77
/media/ubuntu/data2/Fover_center/Refuge/preprocess512/n0055.jpg,251.74,250.9
/media/ubuntu/data2/Fover_center/Refuge/preprocess512/n0056.jpg,261.51,258.9
/media/ubuntu/data2/Fover_center/Refuge/preprocess512/n0057.jpg,268.05,289.15
/media/ubuntu/data2/Fover_center/Refuge/preprocess512/n0058.jpg,252.02,257.48
/media/ubuntu/data2/Fover_center/Refuge/preprocess512/n0059.jpg,263.07,258.02
/media/ubuntu/data2/Fover_center/Refuge/preprocess512/n0060.jpg,270.38,261.08
/media/ubuntu/data2/Fover_center/Refuge/preprocess512/n0061.jpg,245.83,255.77
/media/ubuntu/data2/Fover_center/Refuge/preprocess512/n0062.jpg,265.68,257.76
/media/ubuntu/data2/Fover_center/Refuge/preprocess512/n0063.jpg,250.51,258.33
/media/ubuntu/data2/Fover_center/Refuge/preprocess512/n0064.jpg,261.71,258.43
/media/ubuntu/data2/Fover_center/Refuge/preprocess512/n0065.jpg,318.07,259.01
/media/ubuntu/data2/Fover_center/Refuge/preprocess512/n0066.jpg,274.53,285.49
/media/ubuntu/data2/Fover_center/Refuge/preprocess512/n0067.jpg,247.56,264.76
/media/ubuntu/data2/Fover_center/Refuge/preprocess512/n0068.jpg,268.63,257.19
/media/ubuntu/data2/Fover_center/Refuge/preprocess512/n0069.jpg,264.05,262.18
/media/ubuntu/data2/Fover_center/Refuge/preprocess512/n0070.jpg,284.6,267.63
/media/ubuntu/data2/Fover_center/Refuge/preprocess512/n0071.jpg,263.29,261.3
/media/ubuntu/data2/Fover_center/Refuge/preprocess512/n0072.jpg,256.71,251.9
/media/ubuntu/data2/Fover_center/Refuge/preprocess512/n0073.jpg,266.89,262.15
/media/ubuntu/data2/Fover_center/Refuge/preprocess512/n0074.jpg,248.16,259.47
/media/ubuntu/data2/Fover_center/Refuge/preprocess512/n0075.jpg,264.18,259.24
/media/ubuntu/data2/Fover_center/Refuge/preprocess512/n0076.jpg,267.39,255.67
/media/ubuntu/data2/Fover_center/Refuge/preprocess512/n0077.jpg,267.85,256.1
/media/ubuntu/data2/Fover_center/Refuge/preprocess512/n0078.jpg,309.75,255.33
/media/ubuntu/data2/Fover_center/Refuge/preprocess512/n0079.jpg,264.26,264.84
/media/ubuntu/data2/Fover_center/Refuge/preprocess512/n0080.jpg,314.58,286.35
/media/ubuntu/data2/Fover_center/Refuge/preprocess512/n0081.jpg,353.17,279.68
/media/ubuntu/data2/Fover_center/Refuge/preprocess512/n0082.jpg,269.84,294.28
/media/ubuntu/data2/Fover_center/Refuge/preprocess512/n0083.jpg,280.03,270.06
/media/ubuntu/data2/Fover_center/Refuge/preprocess512/n0084.jpg,354.69,268.72
/media/ubuntu/data2/Fover_center/Refuge/preprocess512/n0085.jpg,255.89,253.36
/media/ubuntu/data2/Fover_center/Refuge/preprocess512/n0086.jpg,255.13,252.77
/media/ubuntu/data2/Fover_center/Refuge/preprocess512/n0087.jpg,326.52,286.11
/media/ubuntu/data2/Fover_center/Refuge/preprocess512/n0088.jpg,311.71,291.56
/media/ubuntu/data2/Fover_center/Refuge/preprocess512/n0089.jpg,319.67,270.07
/media/ubuntu/data2/Fover_center/Refuge/preprocess512/n0090.jpg,315.2,280.74
/media/ubuntu/data2/Fover_center/Refuge/preprocess512/n0091.jpg,263.63,252.74
/media/ubuntu/data2/Fover_center/Refuge/preprocess512/n0092.jpg,258.16,254.75
/media/ubuntu/data2/Fover_center/Refuge/preprocess512/n0093.jpg,317.66,255.44
/media/ubuntu/data2/Fover_center/Refuge/preprocess512/n0094.jpg,244.51,262.28
/media/ubuntu/data2/Fover_center/Refuge/preprocess512/n0095.jpg,270.75,256.96
/media/ubuntu/data2/Fover_center/Refuge/preprocess512/n0096.jpg,327.53,277.29
/media/ubuntu/data2/Fover_center/Refuge/preprocess512/n0097.jpg,312.9,255.7
/media/ubuntu/data2/Fover_center/Refuge/preprocess512/n0098.jpg,257.57,253.21
/media/ubuntu/data2/Fover_center/Refuge/preprocess512/n0099.jpg,246.43,257.14
/media/ubuntu/data2/Fover_center/Refuge/preprocess512/n0100.jpg,270.43,252.03
/media/ubuntu/data2/Fover_center/Refuge/preprocess512/n0101.jpg,250.33,263.24
/media/ubuntu/data2/Fover_center/Refuge/preprocess512/n0102.jpg,267.09,269.43
/media/ubuntu/data2/Fover_center/Refuge/preprocess512/n0103.jpg,288.8,287.04
/media/ubuntu/data2/Fover_center/Refuge/preprocess512/n0104.jpg,296.32,201.97
/media/ubuntu/data2/Fover_center/Refuge/preprocess512/n0105.jpg,255.61,265.18
/media/ubuntu/data2/Fover_center/Refuge/preprocess512/n0106.jpg,302.11,267.51
/media/ubuntu/data2/Fover_center/Refuge/preprocess512/n0107.jpg,323.84,271.78
/media/ubuntu/data2/Fover_center/Refuge/preprocess512/n0108.jpg,288.35,271.87
/media/ubuntu/data2/Fover_center/Refuge/preprocess512/n0109.jpg,274.46,261.93
/media/ubuntu/data2/Fover_center/Refuge/preprocess512/n0110.jpg,256.38,258.09
/media/ubuntu/data2/Fover_center/Refuge/preprocess512/n0111.jpg,308.52,286.02
/media/ubuntu/data2/Fover_center/Refuge/preprocess512/n0112.jpg,262.72,258.27
/media/ubuntu/data2/Fover_center/Refuge/preprocess512/n0113.jpg,312.12,269.35
/media/ubuntu/data2/Fover_center/Refuge/preprocess512/n0114.jpg,318.38,280.6
/media/ubuntu/data2/Fover_center/Refuge/preprocess512/n0115.jpg,313.31,263.5
/media/ubuntu/data2/Fover_center/Refuge/preprocess512/n0116.jpg,324.82,266.5
/media/ubuntu/data2/Fover_center/Refuge/preprocess512/n0117.jpg,294.92,246.98
/media/ubuntu/data2/Fover_center/Refuge/preprocess512/n0118.jpg,252.39,263.07
/media/ubuntu/data2/Fover_center/Refuge/preprocess512/n0119.jpg,293.73,273.58
/media/ubuntu/data2/Fover_center/Refuge/preprocess512/n0120.jpg,310.98,273.33
/media/ubuntu/data2/Fover_center/Refuge/preprocess512/n0121.jpg,333.12,267.45
/media/ubuntu/data2/Fover_center/Refuge/preprocess512/n0122.jpg,319.41,269.04
/media/ubuntu/data2/Fover_center/Refuge/preprocess512/n0123.jpg,293.41,256.65
/media/ubuntu/data2/Fover_center/Refuge/preprocess512/n0124.jpg,261.85,253.13
/media/ubuntu/data2/Fover_center/Refuge/preprocess512/n0125.jpg,302.01,271.44
/media/ubuntu/data2/Fover_center/Refuge/preprocess512/n0126.jpg,316.53,270.52
/media/ubuntu/data2/Fover_center/Refuge/preprocess512/n0127.jpg,316.41,269.84
/media/ubuntu/data2/Fover_center/Refuge/preprocess512/n0128.jpg,324.43,262.56
/media/ubuntu/data2/Fover_center/Refuge/preprocess512/n0129.jpg,252.51,256.98
/media/ubuntu/data2/Fover_center/Refuge/preprocess512/n0130.jpg,268.16,254.0
/media/ubuntu/data2/Fover_center/Refuge/preprocess512/n0131.jpg,302.91,309.23
/media/ubuntu/data2/Fover_center/Refuge/preprocess512/n0132.jpg,289.79,292.13
/media/ubuntu/data2/Fover_center/Refuge/preprocess512/n0133.jpg,349.24,247.3
/media/ubuntu/data2/Fover_center/Refuge/preprocess512/n0134.jpg,311.54,271.21
/media/ubuntu/data2/Fover_center/Refuge/preprocess512/n0135.jpg,315.31,253.45
/media/ubuntu/data2/Fover_center/Refuge/preprocess512/n0136.jpg,292.64,254.44
/media/ubuntu/data2/Fover_center/Refuge/preprocess512/n0137.jpg,252.86,262.68
/media/ubuntu/data2/Fover_center/Refuge/preprocess512/n0138.jpg,264.5,255.29
/media/ubuntu/data2/Fover_center/Refuge/preprocess512/n0139.jpg,290.82,260.82
/media/ubuntu/data2/Fover_center/Refuge/preprocess512/n0140.jpg,321.02,260.58
/media/ubuntu/data2/Fover_center/Refuge/preprocess512/n0141.jpg,300.03,268.43
/media/ubuntu/data2/Fover_center/Refuge/preprocess512/n0142.jpg,319.13,272.3
/media/ubuntu/data2/Fover_center/Refuge/preprocess512/n0143.jpg,252.4,257.24
/media/ubuntu/data2/Fover_center/Refuge/preprocess512/n0144.jpg,302.14,259.21
/media/ubuntu/data2/Fover_center/Refuge/preprocess512/n0145.jpg,260.64,260.58
/media/ubuntu/data2/Fover_center/Refuge/preprocess512/n0146.jpg,317.39,253.92
/media/ubuntu/data2/Fover_center/Refuge/preprocess512/n0147.jpg,250.42,265.55
/media/ubuntu/data2/Fover_center/Refuge/preprocess512/n0148.jpg,289.47,259.15
/media/ubuntu/data2/Fover_center/Refuge/preprocess512/n0149.jpg,301.53,253.29
/media/ubuntu/data2/Fover_center/Refuge/preprocess512/n0150.jpg,259.46,256.01
/media/ubuntu/data2/Fover_center/Refuge/preprocess512/n0151.jpg,272.0,258.52
/media/ubuntu/data2/Fover_center/Refuge/preprocess512/n0152.jpg,264.9,257.89
/media/ubuntu/data2/Fover_center/Refuge/preprocess512/n0153.jpg,257.22,267.43
/media/ubuntu/data2/Fover_center/Refuge/preprocess512/n0154.jpg,312.22,294.87
/media/ubuntu/data2/Fover_center/Refuge/preprocess512/n0155.jpg,317.86,267.5
/media/ubuntu/data2/Fover_center/Refuge/preprocess512/n0156.jpg,246.81,262.53
/media/ubuntu/data2/Fover_center/Refuge/preprocess512/n0157.jpg,258.82,255.1
/media/ubuntu/data2/Fover_center/Refuge/preprocess512/n0158.jpg,270.22,258.0
/media/ubuntu/data2/Fover_center/Refuge/preprocess512/n0159.jpg,283.11,282.33
/media/ubuntu/data2/Fover_center/Refuge/preprocess512/n0160.jpg,300.39,275.96
/media/ubuntu/data2/Fover_center/Refuge/preprocess512/n0161.jpg,297.64,262.68
/media/ubuntu/data2/Fover_center/Refuge/preprocess512/n0162.jpg,242.69,268.92
/media/ubuntu/data2/Fover_center/Refuge/preprocess512/n0163.jpg,258.36,264.05
/media/ubuntu/data2/Fover_center/Refuge/preprocess512/n0164.jpg,318.08,262.83
/media/ubuntu/data2/Fover_center/Refuge/preprocess512/n0165.jpg,260.17,192.31
/media/ubuntu/data2/Fover_center/Refuge/preprocess512/n0166.jpg,276.16,260.34
/media/ubuntu/data2/Fover_center/Refuge/preprocess512/n0167.jpg,298.62,260.7
/media/ubuntu/data2/Fover_center/Refuge/preprocess512/n0168.jpg,260.17,266.27
/media/ubuntu/data2/Fover_center/Refuge/preprocess512/n0169.jpg,254.21,263.92
/media/ubuntu/data2/Fover_center/Refuge/preprocess512/n0170.jpg,280.79,266.67
/media/ubuntu/data2/Fover_center/Refuge/preprocess512/n0171.jpg,271.02,279.05
/media/ubuntu/data2/Fover_center/Refuge/preprocess512/n0172.jpg,298.1,270.15
/media/ubuntu/data2/Fover_center/Refuge/preprocess512/n0173.jpg,263.42,253.29
/media/ubuntu/data2/Fover_center/Refuge/preprocess512/n0174.jpg,252.15,255.77
/media/ubuntu/data2/Fover_center/Refuge/preprocess512/n0175.jpg,256.45,255.66
/media/ubuntu/data2/Fover_center/Refuge/preprocess512/n0176.jpg,272.89,250.94
/media/ubuntu/data2/Fover_center/Refuge/preprocess512/n0177.jpg,267.38,260.79
/media/ubuntu/data2/Fover_center/Refuge/preprocess512/n0178.jpg,283.12,237.13
/media/ubuntu/data2/Fover_center/Refuge/preprocess512/n0179.jpg,265.36,262.94
/media/ubuntu/data2/Fover_center/Refuge/preprocess512/n0180.jpg,274.94,264.2
/media/ubuntu/data2/Fover_center/Refuge/preprocess512/n0181.jpg,263.66,256.12
/media/ubuntu/data2/Fover_center/Refuge/preprocess512/n0182.jpg,288.23,266.91
/media/ubuntu/data2/Fover_center/Refuge/preprocess512/n0183.jpg,298.01,255.62
/media/ubuntu/data2/Fover_center/Refuge/preprocess512/n0184.jpg,299.57,258.46
/media/ubuntu/data2/Fover_center/Refuge/preprocess512/n0185.jpg,314.76,256.6
/media/ubuntu/data2/Fover_center/Refuge/preprocess512/n0186.jpg,283.42,268.84
/media/ubuntu/data2/Fover_center/Refuge/preprocess512/n0187.jpg,295.66,258.0
/media/ubuntu/data2/Fover_center/Refuge/preprocess512/n0188.jpg,280.87,255.75
/media/ubuntu/data2/Fover_center/Refuge/preprocess512/n0189.jpg,274.03,279.83
/media/ubuntu/data2/Fover_center/Refuge/preprocess512/n0190.jpg,258.24,268.3
/media/ubuntu/data2/Fover_center/Refuge/preprocess512/n0191.jpg,261.87,259.84
/media/ubuntu/data2/Fover_center/Refuge/preprocess512/n0192.jpg,251.23,260.21
/media/ubuntu/data2/Fover_center/Refuge/preprocess512/n0193.jpg,266.18,256.94
/media/ubuntu/data2/Fover_center/Refuge/preprocess512/n0194.jpg,258.46,253.82
/media/ubuntu/data2/Fover_center/Refuge/preprocess512/n0195.jpg,258.67,256.3
/media/ubuntu/data2/Fover_center/Refuge/preprocess512/n0196.jpg,238.37,251.45
/media/ubuntu/data2/Fover_center/Refuge/preprocess512/n0197.jpg,259.1,253.28
/media/ubuntu/data2/Fover_center/Refuge/preprocess512/n0198.jpg,249.55,255.04
/media/ubuntu/data2/Fover_center/Refuge/preprocess512/n0199.jpg,265.96,256.46
/media/ubuntu/data2/Fover_center/Refuge/preprocess512/n0200.jpg,242.94,251.74
/media/ubuntu/data2/Fover_center/Refuge/preprocess512/n0201.jpg,265.0,261.16
/media/ubuntu/data2/Fover_center/Refuge/preprocess512/n0202.jpg,239.76,252.39
/media/ubuntu/data2/Fover_center/Refuge/preprocess512/n0203.jpg,259.76,254.4
/media/ubuntu/data2/Fover_center/Refuge/preprocess512/n0204.jpg,267.3,248.94
/media/ubuntu/data2/Fover_center/Refuge/preprocess512/n0205.jpg,262.27,255.48
/media/ubuntu/data2/Fover_center/Refuge/preprocess512/n0206.jpg,264.96,253.29
/media/ubuntu/data2/Fover_center/Refuge/preprocess512/n0207.jpg,234.53,261.44
/media/ubuntu/data2/Fover_center/Refuge/preprocess512/n0208.jpg,270.4,256.28
/media/ubuntu/data2/Fover_center/Refuge/preprocess512/n0209.jpg,281.94,255.23
/media/ubuntu/data2/Fover_center/Refuge/preprocess512/n0210.jpg,314.04,255.22
/media/ubuntu/data2/Fover_center/Refuge/preprocess512/n0211.jpg,268.07,258.02
/media/ubuntu/data2/Fover_center/Refuge/preprocess512/n0212.jpg,277.53,264.68
/media/ubuntu/data2/Fover_center/Refuge/preprocess512/n0213.jpg,298.02,253.92
/media/ubuntu/data2/Fover_center/Refuge/preprocess512/n0214.jpg,283.13,294.89
/media/ubuntu/data2/Fover_center/Refuge/preprocess512/n0215.jpg,291.5,280.89
/media/ubuntu/data2/Fover_center/Refuge/preprocess512/n0216.jpg,280.78,257.82
/media/ubuntu/data2/Fover_center/Refuge/preprocess512/n0217.jpg,286.84,264.92
/media/ubuntu/data2/Fover_center/Refuge/preprocess512/n0218.jpg,267.27,254.64
/media/ubuntu/data2/Fover_center/Refuge/preprocess512/n0219.jpg,250.21,256.37
/media/ubuntu/data2/Fover_center/Refuge/preprocess512/n0220.jpg,304.43,262.91
/media/ubuntu/data2/Fover_center/Refuge/preprocess512/n0221.jpg,252.59,255.94
/media/ubuntu/data2/Fover_center/Refuge/preprocess512/n0222.jpg,258.2,257.04
/media/ubuntu/data2/Fover_center/Refuge/preprocess512/n0223.jpg,281.01,285.5
/media/ubuntu/data2/Fover_center/Refuge/preprocess512/n0224.jpg,275.39,259.63
/media/ubuntu/data2/Fover_center/Refuge/preprocess512/n0225.jpg,259.45,250.54
/media/ubuntu/data2/Fover_center/Refuge/preprocess512/n0226.jpg,268.0,255.72
/media/ubuntu/data2/Fover_center/Refuge/preprocess512/n0227.jpg,297.95,258.69
/media/ubuntu/data2/Fover_center/Refuge/preprocess512/n0228.jpg,283.17,261.49
/media/ubuntu/data2/Fover_center/Refuge/preprocess512/n0229.jpg,237.8,256.48
/media/ubuntu/data2/Fover_center/Refuge/preprocess512/n0230.jpg,254.9,254.77
/media/ubuntu/data2/Fover_center/Refuge/preprocess512/n0231.jpg,264.5,251.53
/media/ubuntu/data2/Fover_center/Refuge/preprocess512/n0232.jpg,238.86,257.76
/media/ubuntu/data2/Fover_center/Refuge/preprocess512/n0233.jpg,278.19,272.69
/media/ubuntu/data2/Fover_center/Refuge/preprocess512/n0234.jpg,266.37,254.57
/media/ubuntu/data2/Fover_center/Refuge/preprocess512/n0235.jpg,291.88,248.75
/media/ubuntu/data2/Fover_center/Refuge/preprocess512/n0236.jpg,267.63,254.69
/media/ubuntu/data2/Fover_center/Refuge/preprocess512/n0237.jpg,264.29,256.93
/media/ubuntu/data2/Fover_center/Refuge/preprocess512/n0238.jpg,295.67,262.2
/media/ubuntu/data2/Fover_center/Refuge/preprocess512/n0239.jpg,272.08,267.83
/media/ubuntu/data2/Fover_center/Refuge/preprocess512/n0240.jpg,253.24,282.81
/media/ubuntu/data2/Fover_center/Refuge/preprocess512/n0241.jpg,271.83,255.71
/media/ubuntu/data2/Fover_center/Refuge/preprocess512/n0242.jpg,318.68,261.84
/media/ubuntu/data2/Fover_center/Refuge/preprocess512/n0243.jpg,242.96,262.91
/media/ubuntu/data2/Fover_center/Refuge/preprocess512/n0244.jpg,264.65,253.76
/media/ubuntu/data2/Fover_center/Refuge/preprocess512/n0245.jpg,279.15,253.09
/media/ubuntu/data2/Fover_center/Refuge/preprocess512/n0246.jpg,245.38,255.22
/media/ubuntu/data2/Fover_center/Refuge/preprocess512/n0247.jpg,252.55,251.33
/media/ubuntu/data2/Fover_center/Refuge/preprocess512/n0248.jpg,256.8,259.3
/media/ubuntu/data2/Fover_center/Refuge/preprocess512/n0249.jpg,253.02,257.36
/media/ubuntu/data2/Fover_center/Refuge/preprocess512/n0250.jpg,259.62,257.67
/media/ubuntu/data2/Fover_center/Refuge/preprocess512/n0251.jpg,266.78,257.29
/media/ubuntu/data2/Fover_center/Refuge/preprocess512/n0252.jpg,247.47,255.91
/media/ubuntu/data2/Fover_center/Refuge/preprocess512/n0253.jpg,260.34,253.05
/media/ubuntu/data2/Fover_center/Refuge/preprocess512/n0254.jpg,283.43,282.34
/media/ubuntu/data2/Fover_center/Refuge/preprocess512/n0255.jpg,328.82,280.33
/media/ubuntu/data2/Fover_center/Refuge/preprocess512/n0256.jpg,271.7,255.69
/media/ubuntu/data2/Fover_center/Refuge/preprocess512/n0257.jpg,312.33,264.22
/media/ubuntu/data2/Fover_center/Refuge/preprocess512/n0258.jpg,317.07,259.95
/media/ubuntu/data2/Fover_center/Refuge/preprocess512/n0259.jpg,267.9,272.28
/media/ubuntu/data2/Fover_center/Refuge/preprocess512/n0260.jpg,239.23,262.64
/media/ubuntu/data2/Fover_center/Refuge/preprocess512/n0261.jpg,271.96,254.99
/media/ubuntu/data2/Fover_center/Refuge/preprocess512/n0262.jpg,300.01,252.46
/media/ubuntu/data2/Fover_center/Refuge/preprocess512/n0263.jpg,303.61,253.24
/media/ubuntu/data2/Fover_center/Refuge/preprocess512/n0264.jpg,300.92,253.27
/media/ubuntu/data2/Fover_center/Refuge/preprocess512/n0265.jpg,317.98,256.16
/media/ubuntu/data2/Fover_center/Refuge/preprocess512/n0266.jpg,283.58,252.74
/media/ubuntu/data2/Fover_center/Refuge/preprocess512/n0267.jpg,246.51,271.13
/media/ubuntu/data2/Fover_center/Refuge/preprocess512/n0268.jpg,266.67,266.34
/media/ubuntu/data2/Fover_center/Refuge/preprocess512/n0269.jpg,300.85,257.06
/media/ubuntu/data2/Fover_center/Refuge/preprocess512/n0270.jpg,313.16,257.92
